,Dependent-Company Status,year of founding,Internet Activity Score,Focus functions of company,Employee Count,Employees count MoM change,Has the team size grown,Est. Founding Date,Last Funding Amount,Country of company,Number of Investors in Seed,Number of Investors in Angel and or VC,Number of Co-founders,Number of of advisors,Team size Senior leadership,Presence of a top angel or venture fund in previous round of investment,Number of of repeat investors,Number of  Sales Support material,Worked in top companies,Average size of companies worked for in the past,Have been part of startups in the past?,Have been part of successful startups in the past?,Was he or she partner in Big 5 consulting?,Consulting experience?,Product or service company?,Catering to product/service across verticals,Focus on private or public data?,Focus on consumer data?,Focus on structured or unstructured data,Subscription based business,Cloud or platform based serive/product?,Local or global player,Linear or Non-linear business model,"Capital intensive business e.g. e-commerce, Engineering products and operations can also cause a business to be capital intensive",Number of  of Partners of company,Crowdsourcing based business,Crowdfunding based business,Machine Learning based business,Predictive Analytics business,Speech analytics business,Prescriptive analytics business,Big Data Business,Cross-Channel Analytics/ marketing channels,Owns data or not? (monetization of data) e.g. Factual,Is the company an aggregator/market place? e.g. Bluekai,Online or offline venture - physical location based business or online venture?,B2C or B2B venture?,Top forums like 'Tech crunch' or 'Venture beat' talking about the company/model - How much is it being talked about?,Average Years of experience for founder and co founder,Exposure across the globe,Breadth of experience across verticals,Highest education,Specialization of highest education,Relevance of education to venture,Relevance of experience to venture,Degree from a Tier 1 or Tier 2 university?,Renowned in professional circle,Experience in selling and building products,Experience in Fortune 100 organizations,Experience in Fortune 500 organizations,Experience in Fortune 1000 organizations,Top management similarity,Number of Recognitions for Founders and Co-founders,Number of  of Research publications,Skills score,Team Composition score,Dificulty of Obtaining Work force,Pricing Strategy,Hyper localisation,Time to market service or product,Employee benefits and salary structures,Long term relationship with other founders,Proprietary or patent position (competitive position),Barriers of entry for the competitors,Company awards,Controversial history of founder or co founder,Legal risk and intellectual property,Client Reputation,google page rank of company website,Technical proficiencies to analyse and interpret unstructured data,Solutions offered,Invested through global incubation competitions?,Industry trend in investing,Disruptiveness of technology,Number of Direct competitors,Employees per year of company existence,Last round of funding received (in milionUSD),"Survival through recession, based on existence of the company through recession times",Time to 1st investment (in months),"Avg time to investment - average across all rounds, measured from previous investment",Gartner hype cycle stage,Time to maturity of technology (in years),Renown score,Market Research,Marketing,Analytics,Software Development,Mobile,Enterprise Software,Media,Cloud Computing,Network / Hosting / Infrastructure,Social Networking,Retail,Entertainment,Healthcare,Energy,Search,Food & Beverages,Music,Publishing,Gaming,Email,Career / Job Search
205,Success,2009.0,56.0,technology,27.0,8.0,yes,4/1/2009,8700000.0,United States,2.0,0.0,2,3,4,Yes,2.0,high,Yes,Medium,Yes,Yes,No,No,Product,Yes,Private,Yes,Structured,Yes,Platform,global,Non-Linear,No,None,No,No,No,No,No,No,Yes,No,No,No,Online,B2B,Medium,High,Yes,Medium,Bachelors,COMMUNICTIONS,Yes,Yes,Tier_2,500.0,High,0.0,1.0,1.0,None,400.0,Many,18.0,Low,Medium,No,No,Low,Average,No,No,No,Yes,No,Yes,,427794.0,No,No,No,2.0,Medium,6.0,6.0,8.7,Not Applicable,9.0,12.0,,,9.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
206,Success,2010.0,281.0,operations,15.0,0.0,yes,1/1/2010,5000000.0,United States,0.0,0.0,2,4,3,No,1.0,low,Yes,Large,No,No,No,No,Service,No,Private,Yes,Structured,Yes,Platform,global,Non-Linear,No,Few,No,No,No,Yes,No,Yes,Yes,No,No,No,Online,B2C,Low,High,Yes,Medium,Bachelors,COMPUTERS,Yes,Yes,None,500.0,High,0.0,1.0,1.0,Medium,116.0,Many,14.0,Medium,Medium,No,No,Low,Very Good,No,Yes,No,Yes,No,Yes,,533971.0,Yes,No,No,3.0,Low,3.0,5.0,5,Not Applicable,18.0,10.0,Slope,2 to 5,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
207,Success,2007.0,331.0,Social media analytics,83.0,-3.0,yes,8/1/2007,5089656.0,United States,0.0,0.0,1,1,7,No,0.0,high,Yes,Small,Yes,Yes,No,No,Product,Yes,Private,Yes,Unstructured,Yes,Platform,global,Non-Linear,No,None,No,No,No,Yes,No,Yes,No,No,No,No,Online,B2B,Medium,High,Yes,Medium,PhD,COMPUTERS,Yes,Yes,Both,500.0,High,1.0,1.0,1.0,Medium,200.0,Many,20.0,Low,Low,Yes,No,Low,Average,No,No,No,No,No,No,,58457.0,Yes,No,No,2.0,High,2.0,14.16,5.089656,Yes,18.0,12.0,Trigger,5 to 10,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208,Success,2011.0,194.0,Operations,41.0,-2.0,Yes,9/1/2011,8500000.0,United States,0.0,2.0,2,2,4,Yes,4.0,medium,Yes,Medium,No,No,No,No,Service,Yes,Private,Yes,Unstructured,Yes,Platform,Local,Linear,No,None,No,No,Yes,No,No,Yes,Yes,No,No,No,Offline,B2C,Low,High,Yes,Low,Masters,MGMT,Yes,Yes,None,500.0,High,1.0,1.0,1.0,None,1.0,None,42.0,Medium,Low,No,No,Low,Bad,Yes,No,No,No,No,No,,,No,No,Yes,2.0,Low,2.0,24.0,8.5,Not Applicable,12.0,10.0,,,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
209,Success,2007.0,5.0,Operations,53.0,0.0,Yes,1/1/2007,18000000.0,United States,0.0,2.0,1,0,5,No,0.0,medium,Yes,Medium,Yes,Yes,No,No,Product,Yes,Private,Yes,Structured,Yes,Platform,global,Non-Linear,No,Few,No,No,No,No,No,No,Yes,No,No,No,Online,B2B,Low,High,Yes,Low,PhD,electrical,Yes,Yes,Both,500.0,High,1.0,1.0,1.0,Medium,187.0,Many,17.0,Low,Low,No,No,Medium,Very Good,Yes,No,No,No,No,No,Low,889950.0,No,No,No,2.0,Medium,3.0,13.3,18,Yes,60.0,40.0,Peak,2 to 5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
210,Success,2011.0,109.0,operations,31.0,3.0,yes,1/1/2011,12750000.0,United States,0.0,3.0,1,0,6,Yes,2.0,medium,Yes,Small,Yes,Yes,No,No,Product,No,Private,Yes,Structured,Yes,Platform,local,Non-Linear,No,None,No,No,No,Yes,No,No,Yes,No,No,No,Online,B2B,Medium,High,Yes,Low,PhD,electrical,Yes,Yes,Both,500.0,High,1.0,1.0,1.0,Medium,400.0,Many,37.0,Medium,Low,No,No,Low,Bad,Yes,Yes,Yes,No,No,No,Low,6773962.0,Yes,No,No,3.0,High,3.0,25.0,12.75,Not Applicable,18.0,13.0,,,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
211,Success,2000.0,194.0,strategy,58.0,0.0,yes,1/1/2000,4000000.0,United States,0.0,5.0,0,0,8,No,0.0,medium,Yes,Large,No,No,No,Yes,Service,Yes,Private,Yes,Unstructured,Yes,Platform,global,Non-Linear,Yes,None,No,No,No,No,No,Yes,No,No,No,No,Offline,B2B,Low,High,Yes,Low,Bachelors,TECH,Yes,Yes,None,146.0,Medium,1.0,0.0,1.0,Medium,264.0,Many,41.0,Low,Medium,Yes,No,Medium,Average,Yes,Yes,Yes,No,No,Yes,Low,1147953.0,Yes,No,Yes,2.0,High,6.0,3.07,4,Yes,84.0,24.0,,,0.0,,,,,,,,,,,,,,,,,,,,,
212,Success,2009.0,61.0,technology,23.0,0.0,No,6/1/2009,4000000.0,United States,0.0,1.0,1,0,4,No,0.0,high,No,Small,Yes,Yes,No,No,Service,Yes,Private,Yes,Structured,Yes,Platform,global,Non-Linear,No,None,No,No,No,No,No,No,No,No,No,No,Offline,B2B,Medium,High,Yes,Low,Masters,MGMT,Yes,No,None,500.0,High,1.0,0.0,0.0,None,408.0,None,22.0,Low,High,No,No,Low,Bad,Yes,Yes,No,No,No,Yes,Low,1676454.0,Yes,Yes,No,3.0,Medium,1.0,2.5,4,Not Applicable,24.0,1.0,,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
213,Success,2008.0,464.0,marketing,43.0,0.0,yes,9/15/2008,6000001.0,United States,0.0,1.0,4,2,7,Yes,2.0,high,Yes,Medium,Yes,Yes,No,No,Service,Yes,Private,Yes,Structured,Yes,Platform,global,Non-Linear,No,Few,No,No,No,No,No,Yes,No,Yes,No,No,Offline,B2B,Low,Medium,Yes,Low,Masters,INTERNATIONAL TRADE,Yes,Yes,Both,500.0,High,1.0,1.0,1.0,Medium,400.0,Many,23.0,Medium,Low,No,No,Low,Average,No,No,Yes,No,No,Yes,,141868.0,Yes,Yes,No,3.0,High,2.0,10.0,6.000001,Yes,17.0,9.0,Trigger,5 to 10,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
214,Success,2009.0,31.0,marketing,4.0,33.0,yes,1/1/2009,,United States,0.0,1.0,1,0,1,No,0.0,low,No,Medium,Yes,Yes,Yes,Yes,Product,No,Private,Yes,Structured,Yes,Platform,local,Non-Linear,No,None,No,No,No,No,No,Yes,No,Yes,No,No,Online,B2B,Low,High,Yes,Low,Bachelors,ARTS,No,No,Tier_2,500.0,Medium,1.0,0.0,0.0,None,260.0,None,14.0,Low,High,No,No,Medium,Very Good,No,No,Yes,No,No,No,,6670312.0,No,No,Yes,2.0,High,4.0,1.75,unknown amount,Not Applicable,,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
215,Success,2012.0,98.0,"marketing, strategy",9.0,0.0,yes,9/15/2012,795000.0,United States,0.0,1.0,2,1,2,No,0.0,low,Yes,Small,Yes,Yes,No,No,Service,No,Private,Yes,Structured,Yes,Platform,global,Non-Linear,No,None,No,No,No,Yes,No,No,No,No,No,No,Online,B2B,Low,Medium,Yes,Low,Bachelors,FINANCE,No,No,Both,500.0,Medium,1.0,0.0,0.0,None,0.0,Many,10.0,Medium,Medium,No,Yes,Low,Bad,No,No,Yes,No,No,No,,410491.0,No,No,No,2.0,Low,3.0,9.0,0.795,Not Applicable,15.0,1.0,Trough,2 to 5,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
216,Success,2012.0,,operations,,,No,,,,0.0,2.0,2,1,2,No,0.0,low,No,Large,No,No,No,No,Service,No,Private,No,Structured,Yes,Platform,global,Non-Linear,No,None,No,No,No,No,No,No,No,No,No,No,Online,B2B,Low,High,Yes,Low,Masters,MGMT,No,No,Both,500.0,Low,1.0,0.0,0.0,None,190.0,None,14.0,Low,Medium,Yes,Yes,Medium,Very Good,No,No,No,No,No,No,Low,,No,Yes,No,4.0,High,2.0,4.0,0.05,Not Applicable,12.0,12.0,Trough,2 to 5,7.0,,,,,,,,,,,,,,,,,,,,,
217,Success,2009.0,,Operations,,,Yes,,,,0.0,1.0,1,10,7,No,0.0,high,Yes,Medium,Yes,Yes,No,No,Product,Yes,Private,Yes,Structured,Yes,Cloud,Global,Linear,No,None,No,No,No,Yes,No,Yes,Yes,No,No,No,Online,B2B,Low,High,Yes,Low,Bachelors,ENGLISH,No,No,Both,500.0,Low,0.0,0.0,1.0,Medium,172.0,Many,14.0,Medium,Medium,No,Yes,Medium,Average,Yes,Yes,No,No,No,No,Low,29861.0,Yes,No,No,2.0,Medium,3.0,19.25,9.5,Not Applicable,23.0,12.0,,,5.0,,,,,,,,,,,,,,,,,,,,,
218,Success,2000.0,170.0,Marketing,172.0,1.0,yes,1/1/2000,11778004.0,United States,0.0,4.0,0,0,5,Yes,3.0,low,No,Medium,Yes,Yes,No,No,Product,Yes,Private,Yes,Structured,Yes,Cloud,Global,Linear,No,None,No,No,No,Yes,No,Yes,Yes,Yes,No,No,Online,B2B,Medium,High,Yes,Low,Bachelors,MATHS,Yes,Yes,None,500.0,Medium,0.0,0.0,0.0,None,368.0,None,10.0,Low,High,No,No,Low,Bad,Yes,No,Yes,No,No,Yes,Low,443595.0,Yes,No,No,3.0,High,2.0,13.3,11.778004,Yes,72.0,27.0,Peak,5 to 10,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
219,Success,2008.0,294.0,operations,410.0,1.0,yes,8/1/2008,4500000.0,Singapore,1.0,0.0,3,0,9,Yes,0.0,high,Yes,Large,No,No,No,No,Service,No,Private,Yes,Structured,Yes,Platform,global,Non-Linear,No,Few,No,No,No,Yes,No,No,Yes,No,No,Yes,Online,B2B,Low,Medium,Yes,Medium,Bachelors,engg,Yes,Yes,Tier_1,500.0,Medium,0.0,1.0,1.0,High,325.0,None,25.0,Low,Medium,No,No,High,Average,Yes,No,Yes,No,No,No,,208813.0,Yes,No,No,2.0,Low,3.0,83.0,4.5,Yes,48.0,24.0,Plateau,0 to 2,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
220,Success,2007.0,,Operations,,,yes,,,,1.0,0.0,2,0,5,No,0.0,medium,No,Medium,Yes,Yes,No,Yes,Service,Yes,Private,Yes,Structured,Yes,Platform,Global,Non-Linear,No,None,No,No,No,Yes,No,Yes,No,No,No,No,Offline,B2B,Low,High,Yes,Low,Masters,business,No,No,Tier_1,500.0,High,0.0,1.0,0.0,High,93.0,None,33.0,Low,Medium,No,No,Low,Bad,Yes,No,Yes,No,No,No,,127118.0,Yes,No,No,3.0,Low,2.0,12.83,0.525,Yes,60.0,1.0,Peak,2 to 5,4.0,,,,,,,,,,,,,,,,,,,,,
221,Success,,-254.0,"Marketing, Procurement, Human Resources",448.0,0.0,Yes,,20000000.0,United States,0.0,1.0,3,0,8,No,0.0,low,Yes,Medium,No,No,No,Yes,Service,Yes,Private,Yes,Structured,Yes,Platform,Global,Linear,No,None,No,No,No,Yes,No,Yes,Yes,Yes,No,No,Offline,B2B,Low,High,Yes,Low,PhD,MGMT,Yes,Yes,Both,500.0,Medium,0.0,1.0,1.0,Medium,600.0,Many,3.0,Low,Low,No,No,Medium,Bad,Yes,No,No,Yes,No,No,,3702887.0,No,No,No,2.0,High,2.0,36.08,20,Yes,24.0,1.0,,,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
222,Success,2007.0,36.0,Operations,1.0,,No,6/4/2007,500000.0,United States,0.0,1.0,0,0,3,No,0.0,low,Yes,Small,No,No,No,No,Product,Yes,Private,No,Unstructured,Yes,Cloud,Local,Non-Linear,No,None,No,No,Yes,No,No,Yes,No,No,No,Yes,Online,B2B,Low,High,Yes,Low,Bachelors,CSE,Yes,Yes,None,500.0,Medium,0.0,1.0,1.0,Medium,116.0,Many,18.0,Medium,High,No,No,Low,Very Good,No,No,No,No,No,No,,,Yes,No,No,2.0,Medium,1.0,0.8,0.5,Yes,15.0,10.0,Plateau,0 to 2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
223,Failed,2009.0,12.0,Operations,,,No,7/1/2009,800000.0,United States,1.0,6.0,2,0,3,Yes,0.0,high,No,Small,Yes,Yes,No,Yes,Product,Yes,Private,Yes,Unstructured,Yes,Cloud,Global,Non-Linear,No,None,No,No,Yes,No,No,Yes,No,No,No,No,Online,B2C,Low,Low,Yes,Low,Bachelors,COMPUTERS,Yes,Yes,Both,141.0,Low,0.0,0.0,0.0,None,0.0,None,12.0,Medium,High,Yes,Yes,Medium,Average,Yes,Yes,Yes,No,No,Yes,Low,9439938.0,No,No,No,4.0,Low,2.0,1.75,0.8,Not Applicable,30.0,20.0,,,1.0,,,,,,,,,,,,,,,,,,,,,
224,Failed,2009.0,-16.0,Operations,1.0,0.0,No,8/1/2009,18000.0,United States,2.0,0.0,0,1,2,Yes,0.0,medium,No,Small,Yes,Yes,No,No,Product,Yes,Private,Yes,Unstructured,Yes,Platform,Local,Non-Linear,No,None,No,No,Yes,No,No,No,No,No,No,Yes,Online,B2C,Low,High,Yes,Low,,,,Yes,,380.0,High,0.0,0.0,0.0,None,0.0,None,10.0,Low,High,No,Yes,Low,Average,Yes,Yes,No,No,No,No,,,Yes,No,No,3.0,Medium,2.0,1.0,0.018,Not Applicable,12.0,12.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
225,Success,2010.0,-29.0,sales,10.0,-17.0,No,7/1/2010,11000000.0,United States,0.0,0.0,2,3,4,Yes,1.0,low,Yes,Small,No,No,No,Yes,Product,Yes,Private,Yes,Structured,Yes,Cloud,Local,Non-Linear,No,None,No,No,No,Yes,No,Yes,No,Yes,No,No,Online,B2B,Low,High,Yes,Medium,Bachelors,engg,Yes,Yes,Tier_1,500.0,Medium,0.0,1.0,0.0,High,233.0,Few,38.0,Low,Low,No,Yes,Low,Bad,Yes,No,Yes,Yes,No,No,Low,,Yes,No,No,3.0,Medium,2.0,3.3,11,Not Applicable,8.0,6.0,Trigger,2 to 5,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
226,Failed,2008.0,0.0,Operations,0.0,-100.0,No,8/1/2008,150000.0,United States,7.0,1.0,2,1,2,Yes,3.0,low,No,Small,Yes,Yes,No,No,Product,Yes,Private,Yes,Unstructured,Yes,Platform,Local,Non-Linear,No,None,No,No,Yes,No,No,Yes,No,No,No,No,Online,B2B,Medium,High,Yes,Low,Bachelors,economics,Yes,Yes,None,500.0,Medium,0.0,0.0,0.0,None,86.0,None,10.0,Low,Medium,No,No,Low,Average,No,Yes,No,Yes,No,Yes,,898999.0,No,No,Yes,2.0,Medium,3.0,1.2,0.15,No,12.0,14.0,Plateau,0 to 2,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
227,Failed,2005.0,-133.0,Operations,0.0,-100.0,No,12/1/2005,4000000.0,United States,1.0,0.0,1,3,2,No,1.0,medium,No,Medium,Yes,Yes,No,No,Service,Yes,Private,Yes,Structured,Yes,Cloud,Local,Non-Linear,No,None,No,No,No,Yes,No,Yes,No,No,No,Yes,Online,B2B,Medium,Low,No,Medium,Bachelors,media,No,Yes,Tier_1,222.0,Low,0.0,0.0,0.0,None,0.0,None,0.0,Low,Low,No,No,Low,,No,No,No,No,No,No,,,No,No,No,3.0,Medium,11.0,2.5,4,No,20.0,12.0,Trigger,2 to 5,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
228,Success,2012.0,,"CRM, Marketing, Human Resources",,,yes,,,,0.0,0.0,2,1,2,No,0.0,medium,Yes,Small,No,No,No,No,Service,Yes,Private,No,Both,Yes,Both,Global,Linear,Yes,None,No,No,Yes,Yes,No,Yes,Yes,No,No,No,Online,B2B,Low,High,No,Low,Bachelors,Arts,No,No,None,500.0,Low,0.0,0.0,0.0,Low,50.0,Few,10.0,Low,Medium,Yes,No,Low,,No,No,No,No,No,No,High,,Yes,No,No,2.0,Medium,10.0,30.0,3.5,Not Applicable,8.0,6.966666667,Plateau,0 to 2,0.0,,,,,,,,,,,,,,,,,,,,,
229,Success,2012.0,63.0,Marketing,4.0,,No,1/1/2012,600000.0,United States,3.0,0.0,2,0,3,No,0.0,low,No,Medium,Yes,Yes,No,No,Service,Yes,Both,No,Both,Yes,Platform,Global,Non-Linear,No,None,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,,B2B,Low,High,Yes,Medium,Masters,law,No,Yes,None,500.0,Medium,0.0,0.0,0.0,None,0.0,None,25.0,Low,Low,Yes,No,Low,,No,No,No,No,No,No,,3743293.0,No,Yes,No,4.0,High,0.0,6.0,0.6,Not Applicable,12.0,12.0,Trough,2 to 5,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
230,Success,2012.0,1193.0,Marketing,13.0,8.0,No,2/1/2012,1000000.0,United States,2.0,0.0,2,0,2,No,0.0,high,No,Large,Yes,Yes,Yes,Yes,Service,Yes,Private,No,Structured,Yes,Platform,Global,Non-Linear,No,None,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,Online,B2B,Medium,Medium,No,Low,Bachelors,"Finance, Management",No,No,Tier_1,500.0,Low,0.0,1.0,1.0,Low,240.0,Few,37.0,Low,Low,Yes,Yes,Low,,No,No,No,No,No,No,High,14785.0,Yes,Yes,No,2.0,Low,2.0,15.0,1,Not Applicable,20.0,20.0,Plateau,2 to 5,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
231,Success,2011.0,207.0,Database Management,13.0,-7.0,No,11/1/2011,3200000.0,United States,6.0,0.0,3,2,3,Yes,1.0,high,No,Small,Yes,No,No,No,Both,Yes,Private,Yes,Structured,Yes,Cloud,Global,Linear,Yes,None,No,No,No,No,No,No,Yes,No,No,Yes,Online,B2B,Medium,Medium,No,Low,Bachelors,Computer Science,Yes,Yes,None,500.0,Low,1.0,1.0,1.0,Medium,62.0,Many,10.0,Medium,Low,Yes,No,Medium,,Yes,Yes,No,Yes,No,No,High,751103.0,No,No,Yes,3.0,Medium,0.0,9.0,3.2,Not Applicable,2.0,7.188888888999999,Peak,2 to 5,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
232,Failed,,13.0,operation,,,No,,1000000.0,United States,1.0,3.0,2,1,1,No,0.0,Nothing,No,Large,No,No,No,No,Product,No,no,No,no,No,Platform,,,,None,No,No,No,No,No,No,No,No,No,Yes,Online,B2B,Medium,Medium,No,Low,Masters,Human computer interaction,Yes,Yes,Tier_1,222.0,Medium,0.0,0.0,1.0,Medium,44.0,Few,7.0,Low,Medium,No,Yes,Medium,,No,Yes,No,No,No,No,Medium,7020276.0,No,No,Yes,3.0,Medium,2.0,,1,,1.0,4.45,,,0.0,,,,,,,,,,,,,,,,,,,,,
233,Success,2010.0,388.0,CRM,36.0,24.0,yes,5/1/2010,15500000.0,United States,0.0,0.0,3,3,6,Yes,2.0,high,No,Small,No,No,No,No,Product,Yes,Private,Yes,Structured,Yes,Cloud,Global,Non-Linear,No,None,No,No,No,Yes,No,Yes,Yes,Yes,No,No,Online,B2B,Medium,High,Yes,High,Bachelors,Computer Science,Yes,Yes,None,500.0,High,0.0,1.0,1.0,Medium,222.0,Many,50.0,High,High,Yes,No,Medium,,Yes,Yes,Yes,Yes,No,No,High,82868.0,No,No,No,3.0,Medium,4.0,12.33,15.5,Not Applicable,1.0,16.62222222,Trigger,2 to 5,9.0,,,,,,,,,,,,,,,,,,,,,
234,Success,2008.0,-96.0,marketing,52.0,2.0,yes,7/1/2008,3500000.0,United States,0.0,0.0,5,5,10,Yes,2.0,high,No,Large,No,No,Yes,Yes,Service,Yes,Private,No,Structured,Yes,Cloud,Global,Non-Linear,No,None,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,Online,B2B,Low,High,Yes,Medium,Masters,MBA,Yes,Yes,None,500.0,High,0.0,0.0,0.0,High,135.0,Few,50.0,High,Medium,Yes,No,Medium,,Yes,Yes,No,Yes,No,No,High,333844.0,No,No,No,2.0,High,1.0,11.0,3.5,Yes,45.0,6.433333332999999,Trigger,5 to 10,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
235,Success,2012.0,,"Merchandising, Marketing",,,No,,,,1.0,0.0,3,0,3,No,0.0,low,No,Small,Yes,Yes,No,No,Service,No,Private,No,Both,No,Platform,Local,Non-Linear,No,None,No,No,No,No,No,No,No,No,Yes,No,Offline,B2B,Low,Medium,No,Low,Masters,MBA,Yes,No,Tier_1,500.0,Medium,0.0,1.0,1.0,Medium,113.0,Few,23.0,Medium,Medium,No,No,Low,,No,No,No,Yes,No,No,High,,Yes,No,Yes,4.0,Medium,0.0,6.0,0.04,Not Applicable,12.0,12.0,Peak,2 to 5,3.0,,,,,,,,,,,,,,,,,,,,,
236,Failed,2005.0,,Travel Planning,,,No,,,,0.0,0.0,1,2,3,No,0.0,Nothing,Yes,Medium,Yes,Yes,No,No,Service,No,Public,No,Both,Yes,Platform,Global,Linear,Yes,None,Yes,No,No,No,No,No,Yes,No,Yes,No,Online,B2C,Low,High,No,Medium,Bachelors,Literature and History,No,Yes,None,500.0,Medium,1.0,1.0,1.0,Medium,125.0,Many,49.0,High,Medium,Yes,Yes,Low,,Yes,No,No,Yes,No,No,,,No,Yes,,3.0,Medium,0.0,1.0,,No,1.0,1.0,Plateau,5 to 10,5.0,,,,,,,,,,,,,,,,,,,,,
237,Success,2012.0,32.0,Marketing,12.0,9.0,No,,1200000.0,United States,0.0,9.0,4,0,6,No,0.0,medium,Yes,Medium,Yes,Yes,No,No,Service,Yes,Public,Yes,Both,Yes,Platform,Global,Non-Linear,No,None,No,No,No,No,No,No,Yes,Yes,No,No,Online,B2B,Low,High,No,High,Masters,Computer Science,Yes,Yes,Tier_1,500.0,High,0.0,0.0,1.0,Medium,225.0,Many,12.0,Low,Low,Yes,No,Medium,,No,Yes,No,Yes,No,No,Medium,1559939.0,Yes,No,Yes,3.0,Low,0.0,10.0,1.2,Not Applicable,1.0,1.0,,,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
238,Success,2012.0,40.0,Marketing,5.0,0.0,yes,1/1/2012,455000.0,United States,2.0,0.0,2,0,2,No,0.0,Nothing,No,Large,No,No,Yes,No,Both,Yes,Public,Yes,Both,Yes,Platform,Global,Non-Linear,No,None,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,Online,B2B,Low,High,No,Medium,Masters,MBA,Yes,Yes,None,500.0,High,0.0,1.0,1.0,Low,68.0,Many,30.0,Low,Low,No,No,Low,,No,Yes,No,No,No,No,Medium,8334266.0,No,No,No,2.0,Medium,0.0,6.0,0.455,Not Applicable,16.0,16.0,Peak,2 to 5,5.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
